Index,Word,Meaning,Synonyms,Conjugation
9541,mpigaji,mtu anayepiga kitu: Mpigaji wa gita.,,
9542,mpigamaji,mtu mwenye tabia ya kulewa sana,,
9543,mpigambiu,mtu anayepuliza baragumu ili kutangaza jambo fulani,,
9544,mpigambizi,"mtu anayejizamisha majini na kuogelea akiwa chini ya maji, mtu anayepiga mbizi",,
9545,mpiganaji,mtu anayepigana | askari wa cheo cha chini ambaye ndiye huwa mstari wa mbele wakati wa mapambano,,
9546,mpiganavita,"mtu anayepigana vitani, mtu aliyeajiriwa kupigana vita",mamluki,
9547,mpigapicha,mtu anayefanya kazi ya kupiga picha kwa kamera,,
9548,mpigataipu,mtu anayefanya kazi ya kuandika kwa kutumia taipureta,,
9549,mpigazumari,"mtu anayepiga ala ya muziki iitwayo nzumari, mwanamuziki anayepiga nzumari",,
9550,mpigo,namna ya kupiga kitu au wimbo,,
9551,mpiko,"mti wa kuchukulia mizigo miwili begani mmoja ukiwa mbele na mwingine nyuma, mti wa kuchukulia mzigo unaobebwa na watu wawili | mti wa kuinulia na kubingirishia gogo au jiwe kubwa","mzega, maarasi, mtenga ,wenzo",
9552,mpilipili,"mmea unaozaa matunda yenye ladha inayowasha yanayotumiwa kukoleza chakula, mmea unaozaa pilipili",,
9553,mpilipilidoria,mti unaozaa matunda madogo ya rangi ya machungwa yanayoshikamana katika kishada kama zabibu,mkunguma,
9554,mpilipilimanga,mmea unaotambaa juu ya mti na kuzaa matunda madogo meusi ambayo hukaushwa na kuwa kiungo cha chakula au chai,,
9555,mpimaji,mtaalamu anayepima ardhi | anayefanya makadirio kuhusu ufanisi wa jambo,msoroveya,
9556,mpindia,mkeka wa kumfunikia maiti baada ya kutiwa kwenye sanda,,
9557,mpingamapinduzi,mtu anayezuia mabadiliko ya kisiasa yenye kuwanufaisha walio wengi,,
9558,mpingani,mtu mwenye tabia ya kupinga jambo au wazo lolote analoambiwa,,
9559,mpingo,mti wenye majani madogo na shina lenye kiini cheusi na kigumu ambao hufaa kwa kuni na kutengenezea vinyago,,
9560,mpini,"kitu cha kushikilia kinachowekwa kwenye kifaa kama vile jembe, panga au koleo",,
9561,mpinzani,"mtu mwenye mtazamo tofauti wa mambo na mtu mwingine, mtu au kikundi cha watu wanaoshindana na wengine",mshindani,
9562,mpira,"kitu cha duara kinachotengenezwa kwa ngozi au vitu vingine ambacho hutumiwa katika michezo ya kandanda, tenesi na kadhalika | mchezo unaochezwa kwa kutumia mpira kwa mfano mpira wa miguu: Mpira wa miguu unapendwa sana. | utomvu mweupe na mzito wa mpira |",,
9563,mpishi,mtu anayefanya kazi ya kupika chakula: Baba yake ni mpishi wa shule.,,
9564,mpitisho,upitishaji wa umeme au joto katika kitu kama vile metali,,
9565,mpito,tendo au hali ya kupita, : kipindi cha mpito -> kipindi cha mabadiliko ambacho mtu au jamii hupita kutoka kipindi kimoja chenye mfumo fulani na kuingia kwenye kipindi chenye mfumo tofauti,
9566,mpokezi,"mtu anayekaribisha watu, mtu anayepokea wageni | mtu anayeshika nafasi ya mtu mwingine",,
9567,mpole,"aliyetulia, mtu asiyewakera au kusumbua watu",,
9568,mpombo,mti wenye miba na majani madogodogo meusi ambayo huteleza yanapopata maji,,
9569,mpopoo,"mti wenye matunda magumu na yaliyofunikwa na makumbi kama nazi, mti unaozaa popoo",,
9570,mporomoko,mahali penye mwinamo mkali uliosababishwa na kumeguka kwa ardhi | tendo la kuporomoka,"mteremko, mharara, mwinamo",
9571,mpororo,mfuatano wa vitu au watu katika mstari,,
9572,mpororo,chale zinazochanjwa puani na baadhi ya makabila,,
9573,mpotevu,mtu aliyekiuka maadili ya jamii fulani,mpotovu,
9574,mpoto,msokoto wa kitu cha nyuzinyuzi kama vile kamba ambao hukifanya imara,,
9575,mpotovu,tu aliyepotoka,,mpotevu
9576,Mprotestanti,mfuasi wa dini ya Kikristo wa madhehebu yaliyojitenga na madhehebu ya Kikatoliki: Ibada ya Waprotestanti huanza saa nne.,,
9577,mpujufu,mtu mwenye hulka ya kutukanatukana watu wengine hadharani,,
9578,mpukutiko,"uangukaji wa majani kutoka kwenye mti, tendo la kupukutika kwa majani, hali ya kufa watu kwa wingi kwa muda mfupi",,
9579,mpulizo,hali ya kupuliza | tendo la kupuliza,,
9580,mpumbao,hali ya kupumbaa au kuzubaa,"mduwao, mzubao",
9581,mpumbavu,"mtu aliyepungukiwa na akili, mtu asiyeelewa kitu kwa sababu ya akili nzito","zebe, mbumbumbu, baghami, nyange, fala, jura, jahili, hambe, baha, zoba, juha",
9582,mpumuo,uachiaji wa hewa kutoka mdomoni au puani, sauti ya hewa inayotoka kinywani au puani agh baada ya kukimbia,
9583,mpunga,mmea wa nafaka wa jamii ya nyasi unaostawi kwenye ardhi yenye majimaji na kuzaa mbegu kwenye mashuke ambazo zikikobolewa hutoka mchele | punje za mmea huo,,
9584,mpungate,mmea wa jamii ya mkonge,,
9585,mpunguo,hali ya kupungua,,
9586,mpupu,mmea unaotambaa juu ya miti wenye majani kama ya maharagwe ambayo hufunikwa na nyuzinyuzi ambazo zikigusa ngozi ya mtu huwasha sana,,
9587,mpururo,"tendo la kuvuta kitu kwa mfano majani kwa mkono kutoka kwenye kikonyo chake, uvutaji wa kitu ambao hauna utaratibu maalumu",,
9588,mpuuzi,mtu anayefanya mambo ya kijinga,bahamu,
9589,mpwa,"mtu aliyezaliwa na dada yako, mtoto wa dada yako",,
9590,mpwamu,mtu mwenye tabia ya kuongea na kucheka na watu,"bashashi, mfurufu",
9591,mpweke,mti mgumu utumiwao kutengeneza bakora,,
9592,mpwito,hali ya kufurahi au kusikitika kutokana na jambo lililotokea ambalo mtu alihusika kulifanya,,
9593,mpyaro,mtu mwenye tabia ya kuongea lugha chafu | mtu mwenye tabia ya kusifu jambo kupita kiasi, mtu anayetia chumvi maelezo,
9594,mraa,mmea wenye majani marefu yaliyo na vikonyo virefu ambao hutafunwa kama uraibu na hudaiwa kuwa humfanya mtu asipate usingizi,mrungi,
9595,mraba,eneo la shamba lililopimwa kwa ajili ya kulimwa na mtu ikiwa ni kazi yake kwa siku na hulipwa akimaliza kazi, mstari katika shamba lenye mimea iliyopandwa kwa safu,ngwe
9596,mraba,umbo lenye mistari au pande nne yaani urefu na upana zilizo na urefu sawa,,
9597,mraba,kitu kitamu kama sukari kilichopikwa na kuchanganywa na njugu na kuwa kigumu: Kasimu huuza kahawa na miraba.,,
9598,mrabaha,malipo apewayo mwandishi na mchapishaji wa kitabu kila mwaka kutokana na mauzo ya kitabu: Kampuni za uchapishaji huwalipa waandishi mrabaha. | faida inayotokana na biashara fulani | malipo yanayotolewa na mfanyabiashara kwa mtu aliyempa mali au mtaji wa b,,
9599,mradi,shughuli anayofanya mtu ili kumwingizia kipato: Mradi wa kuku umempatia faida kubwa. | utaratibu unaoandaliwa na kutekelezwa na watu kwa maendeleo yao: Mradi wa shule ya kijiji umekamilika. | manufaa ambayo mtu ana hamu ya kuyapata: Tulikesha baharini lak,haja,
9600,mradi,"haidhuru, si neno",ilimradi,
9601,mradi,ujiti wa kutarizia,,
9602,mraibu,mtu aliyezoea sana kitu kwa mfano pombe au sigara kiasi kwamba huwa vigumu kukiacha,,
9603,mrajisi,afisa afanyaye kazi ya kuweka kumbukumbu mbalimbali kama vile za vifo au uzazi,,
9604,mrakibu,ofisa mwenye mamlaka makubwa ya kusimamia na kudhibiti kazi,: Mrakibu wa polisi -> ofisa wa polisi mwenye cheo cha juu anayesimamia na kudhibiti mienendo na matendo ya polisi,
9605,mrama,upogoupogo: Chombo kilienda mrama baada ya kupigwa na dhoruba.,kombokombo,
9606,mramali,mtu anayetumia elimu ya nyota kutabiri,,
9607,mramba,ndege mdogo afananaye na kunguru mwenye macho mekundu,,
9608,mranaha,mmea unaotumiwa kama dawa ya pumu wenye maua meupe na majani mapana,,
9609,mrao,kipindi cha kuvuna wakati wa majira ya kipupwe,,
9610,mraruo,"tendo la kurarua, upasuaji wa kitambaa au karatasi kwa kuvuta kwa nguvu",,
9611,mrashi,"kibuli kidogo chenye mrija katikati ambacho hutumiwa kunyunyizia marashi, chombo cha kunyunyizia marashi",,
9612,mrasimu,mtu anayefuata taratibu na kanuni za kiutawala anapofanya kazi katika ofisi,,
9613,mratabu,mti usiopukutisha majani wenye matunda yanayoliwa na hutoa mbao ngumu,,
9614,mratibu,mtu mwenye dhamana ya kupanga watu mbalimbali na shughuli za kufanya na kusimamia utekelezaji wake ili kila moja ifanywe kwa ufanisi na kwa utaratibu uliowekwa,,
9615,mrau,silaha ya kufyatulia risasi | kitu cha kuwashia baruti,,
9616,mrehani,mmea wenye majani madogo yaliyochongoka nchani ambayo hunukia,,
9617,mrejeo,"hali ya kurejea, tendo la kurudi: Ameondoka hivi punde na kurudi, bila shaka mrejeo huu una sababu.",,
9618,mrela,mshono ulio sehemu ya chini ya kanzu au shati ambao mduara wake huwa mpana sana | nakshi inayotiwa katika shingo ya gauni aghalabu kwa hariri nyekundu,,
9619,mrembe,mkuki ulio na ncha kali sana,,
9620,mrembo,msichana au mwanamke mwenye sura nzuri na aliyejirembesha vyema,,
9621,mrenda,,,
9622,mrengu,ubao unaopigiliwa juu ya kingo za ngalawa ili iwe na uzito sawa pande zote | mwelekeo au msimamo wa kiitikadi au kisiasa: Chama chake ni cha mrengu wa kushoto.,"parapi, ndubi",
9623,mriba,majani ya viazi vitamu ambayo hupikwa kama mboga,"matembele, mtolilo",
9624,mriba,sehemu ya mguu wa mnyama kati ya goti na kwato,,
9625,mrihani,mmea wenye majani yanayonukia na ambayo hutumiwa kama mafusho,,
9626,mrihi,mti wenye magome yanayotumiwa kutengenezea kamba za kufungia fito au mapau kwenye nyumba,,
9627,mrija,kibomba kidogo chembamba cha kufyonzea vitu vya majimaji | namna ya kujipatia mapato kwa kuwatumikisha wengine pasi na mtu mwenyewe kufanya kazi,neli,
9628,Mrima,ukanda wa pwani ya Afrika Mashariki hususan pwani ya Tanzania bara | pwani ya Tanzania bara kati ya Winde na Mbwamaji ambapo wenyeji wake huitwa Wamrima na hudaiwa kuongea Kimrima ambayo ni moja ya lahaja za Kiswahili,,
9629,mrina,mtu mwenye ustadi wa kuvuna asali, mrina asali,
9630,mrindimo,sauti kubwa ya kitu,mngurumo,
9631,Mrisho,"mwezi wa tisa katika kalenda ya Kiislamu, mfunguo tisa",,
9632,mrisi,kiasi kidogo cha mapato cha chini ya nukta thelathini katika mchezo wa karata,,
9633,mrithi,mtu mwenye haki ya kisheria ya kuchukua mali ya mtu aliyekufa,,
9634,mriti,mti wenye magome yafaayo kutengenezea kamba za kujengea,mrihi,
9635,mroho,"mtu anayekula chakula harakaharaka kwa kuhofia kuwa kitakwisha kabla hajashiba | mtu asiyekinai kitu, mtu anayependa kula chochote kinachopita mbele ya macho yake","mlafi, mmeo",
9636,mronge,"mti wenye majani madogo yanayotumiwa kama mboga, shina laini na matunda marefu kama tumba",,
9637,mrongo,mtu mwenye tabia ya kusema uwongo,,
9638,mronjo,kipande kirefu cha mti kinachofungwa miguuni mwa wacheza ngoma ili kuwafanya warefu,,
9639,mrukaji,mchezaji wa kuruka juu au kuruka chini | mtu mwenye tabia ya kukanusha jambo alilotenda,,
9640,mruko,"tendo la kuruka, tendo la kupaa angani",,
9641,mrumba,mtu anayewinda wanyama msituni,"msasi, mwindaji, mkaa",
9642,mrungi,mmea wenye vikonyo virefu na majani yanayotafunwa kama kileo ambayo hudaiwa kuwa humfanya mtu asipate usingizi,mraa,
9643,mrungura,mpigo wa ngoma wenye kutoa ujumbe maalumu | ngoma kama kinu iliyowambwa upande mmoja,,
9644,mrungura,kitu au huduma inayotolewa kwa mtu ili kupata upendeleo au haki asiyostahili kutoka kwa anayepokea,"rushwa, hongo, chai, chauchau, mvugulio, kilemba",
9645,mrusho,tendo la kurusha,,
9646,mrututu,jiwe maalumu la buluu ambalo hutumika kama dawa ya kidonda,,
9647,mruzi,,,
9648,msaada,kitu kinachotolewa kwa mtu mwenye shida ili kuondoa shida au kutimiza haja yake,,
9649,msabaka,mashindano ya mbio za farasi wanaoongozwa na wapanda farasi,,
9650,msafa,safu ya watu au vitu | mfuatano wa watu mmoja baada ya mwingine,foleni,
9651,msafara,watu au wanyama wengi wanaosafiri pamoja | safari,,
9652,msafiri,"mtu aliye safarini, mtu anayesafiri",,
9653,msagaji,mwanamke anayefanya tendo la kujamiiana na mwanamke mwingine,,
9654,msagaliwa,mwanamume apendaye kukaa na wanawake | mwanamume ambaye uume wake hausimami,"dondoandume, hanithi",
9655,msago,namna ya kusaga nafaka,mpaazo,
9656,msago,tendo la kujamiiana kwa wanawake,,
9657,msagunda,hobelahobela,ovyoovyo,
9658,msaha,chuma chenye makali kinachotiwa kwenye mpini ambacho hutumiwa kuchimbia mashimo ya kutia nguzo,"mchemu, mshamo",
9659,Msahafu,"kitabu kitakatifu cha Waislamu chenye juzuu thelathini za Kurani, kitabu chenye jumla ya sura mia moja kumi na nne za Kurani",,
9660,msahala,dawa ya kusafisha tumbo ambayo mtu akiinywa huharisha,haluli,
9661,msahaulifu,mtu mwenye tabia ya kusahau,,
9662,msahili,"mtu anayewezesha jambo, shughuli au tendo kukamilika, anayesaidia kufanya shughuli itendeke",mwezeshaji,
9663,msaidizi,"mtu anayemsaidia mwingine kazi, ofisa anayemsaidia mkuu wake kazi anazopewa naye",,
9664,msaji,mti wa mbao ngumu za kutengenezea samani,,
9665,msajili,"mtu anayeweka kumbukumbu rasmi za vizazi, vifo, ndoa na kadhalika | ofisa mkuu wa idara inayosajili na kuratibu vyama na asasi mbalimbali: Msajili wa vyama vya siasa. | ofisa mkuu wa utawala wa chuo kikuu",,
9666,msako,"utafutaji wa wanyama waharibifu au wahalifu, tendo la kusaka",,
9667,msala,chumba ambamo watu huenda haja,choo,
9668,msala,mkeka wa duara au zulia dogo vinavyotumiwa kuswalia,,
9669,msalaba,mchoro wenye mistari miwili iliyokingama | kiunzi cha mbao kilichotengenezwa kwa kipande kifupi cha mbao kilichokingama kwenye kipande kirefu cha mbao ambacho Wakristo huamini kuwa Yesu alibebeshwa na kisha kusulubiwa juu yake | kitu kilichotengenezwa kwa,,
9670,msaliti,mtu anayetoa siri ya nchi yake kwa maadui wa nchi kwa lengo la kuihujumu | mtu anayetoa siri ya chama au jumuiya yake kwa wapinzani au washindani wa jumuiya au chama chake ili kuhujumu chama au jumuiya yake,,
9671,msalkheri!,salamu itolewayo jioni au usiku: Msalkheri Mwinyi!,,
9672,msamaha,"tendo la kuomba radhi mtu kwa kosa alilofanyiwa, tendo la kutaka kusamehewa","radhi, buriani",
9673,Msamaria,"mtu anayetoa msaada kwa mtu mwenye shida ambaye hamjui: Nilipopigwa na majambazi, nilisaidiwa na Msamaria mwema.",,
9674,msamba,"sehemu ya mwili wa binadamu ambapo mapaja huunganikia na kiwiliwili : Usiige tembo kunya, utapasuka msamba -> usiige kufanya jambo usiloliweza, utaumia | nafasi iliyo kati ya mguu mmoja na mwingine wakati mtu anapotembea",,
9675,msambale,mharagwe unaozaa maharagwe madogo meupe,,
9676,msambamba,umbo lenye pembe nne ambazo kila pande zinazokabiliana haziwezi kugusana,,
9677,msambweni,uwanjani panapofanyiwa tiba za kijadi,kilingeni,
9678,msamiati,jumla ya maneno yaliyo katika lugha fulani,,
9679,msamilo,kipande cha gogo kitumikacho kuwekea kichwa mtu anapolala mithili ya mto,,
9680,msana,mtu anayefua vifaa vya chuma au bati,mhunzi,
9681,msanaka,mti wa aina ya mkadi ambao majani yake huwa na nyuzinyuzi,,
9682,msanamaki,mti ambao majani yake hutumiwa kama dawa ya kuharisha,,
9683,msanapiti,mti wenye utomvu mweupe na maua meupe yenye doa la manjano katikati,,
9684,msandali,mti wenye magome yenye harufu nzuri sana na ambayo hutumiwa kusugulia mwili,,
9685,msandarusi,mti unaotoa utomvu mzito ambao hutumika kutengenezea gundi,,
9686,msani,"mtu mwenye ujuzi wa ufundi wa aina yoyote kwa mfano uashi, useremala na kadhalika",,
9687,msanifu,"mtu mwenye ujuzi na maarifa ya kusanifu, mtu awezaye kufanya ulinganifu na upatanifu wa vitu",,
9688,msanifuujenzi,mtu mwenye utaalamu wa kuchora ramani za majumba na ujenzi kwa jumla,,
9689,msanii,mtu aliye na ujuzi wa kuchora au kuchonga,,
9690,msapata,ngoma ya wanawake na wanaume ambayo huchezwa kwa kupeana chambi,,
9691,msaragambo,"kazi ya ujenzi wa taifa kwa mfano kuchimba barabara, kujenga shule na kadhalika inayofanywa na watu wengi kwa kujitolea",,
9692,msarifu,mtu mwenye kutunza na kuidhinisha matumizi ya fedha za shule au chuo | mtu makini katika kutumia vitu | mtu anayeandaa mipango na kuitekeleza kwa utaratibu uliowekwa,,
9693,msasa,"karatasi nzito na yenye vigae vidogovidogo vya changarawe, mchanga au kioo inayokwaruzakwaruza ambayo seremala huitumia kusugulia mbao ili kuilainisha | mmea ambao una majani mapana yakwaruzayo",,
9694,msasi,mtu anayewinda wanyama pori,"mwindaji, mkaa, mrumba",
9695,msawidi,"mwandikaji wa rasimu ya awali ya maandiko, mwandishi wa mswada",,
9696,mseja,mtu mzima ambaye hajawahi kuoa wala kuolewa,mhuni,
9697,msemaji,mtu mwenye mamlaka ya kutoa habari kwa niaba ya shirika au serikali: Msemaji wa wizara akanusha habari za wizi wa fedha. | mtu mwenye ustadi wa kusema,,
9698,msembe,samaki mpana aliye na rangi nyeusi na nyeupe au manjano,,
9699,msemi,mtu mwenye kupenda kusema sana,,
9700,msemo,"fungu la maneno lenye maana maalumu ambalo hutoa fundisho kwa jamii | kauli inayotolewa na mzungumzaji, tendo la kusema",,
9701,msenge,mwanamume ambaye anaingiliwa nyuma na wanaume wenzake,hanithi,
9702,msengenyaji,"mtu anayemsema mtu mwingine wakati mwenyewe hayupo, mtu anayesengenya wengine",duzi,
9703,msengenyi,mtu anayeongea mambo ya watu wengine hasa wasipokuwepo,,
9704,msepetuko,hali ya kuserereka au kupepesuka,,
9705,mserego,ngoma inayochezwa katika harusi na watu wengi bila utaratibu wowote,,
9706,msese,ndege mwenye mdomo mrefu ambaye anafanana na kitwitwi,,
9707,mseto,"mchanganyiko wa vitu mbalimbali | chakula kinachopikwa kwa mchanganyiko wa mchele na choroko, mahindi na maharagwe na kadhalika | mchanganyiko wa watu au vyama vyenye itikadi tofauti katika kufanya jambo fulani: Serikali ya mseto.",,
9708,msewe,kengele ndogo ndogo zinazovaliwa miguuni na wacheza ngoma au watoto wadogo wanaoanza kutembea | ngoma inayochezwa na watu waliovaa njuga,njuga,
9709,mshabaha,namna vitu vinavyofanana kwa sura au umbo,"mlingano, mfanano",
9710,mshabiki,"mpenzi wa jambo fulani, mtu anayependa sana kitu: Mshabiki wa pombe hakosi kilabuni.",,
9711,mshadhari,mstari uliokwenda upandeupande | kitambaa cha chini kilichoandaliwa ili kishonwe kofia kwa mkono,,
9712,mshahara,malipo ya mwezi anayopewa mwajiriwa kwa kazi aliyofanya,janguo,
9713,mshairi,mtunzi wa mashairi au tenzi,,
9714,mshale,kipande cha mti kilichotengenezwa vizuri na kuwekwa chuma chenye makali upande mmoja na unyoya wa kuku upande wa pili na kurushwa kwa upinde au kutiwa kwenye ziaka, : mshale uchungu -> mshale wa sumu,
9715,mshamara,malipo ya kimila ambayo ni kiingilio kwa wageni yanayotolewa na mtu mwenye sherehe ikiwa ni ishara ya kuwaarifu na kuonyesha uhalali wa sherehe yenyewe,,
9716,mshamba,"mtu anayeishi na kufanya kazi shamba, mtu anayeishi vijijini | mtu anayedharauliwa kwa kutojua mambo ya mjini",,
9717,mshambakuche,"mti ulio na matawi yenye miba myeusi, mirefu na myembamba",,
9718,mshamo,kifaa cha chuma ambacho upande mmoja umetiwa makali na upande mwingine hukongomewa kwenye mpini na hutumiwa kuchimbia mashimo ya nguzo,"msaha, mchemu",
9719,mshangao,tendo la kuduwaa na kutojua la kufanya baada ya kuona au kusikia jambo lisilo la kawaida, tendo la kushangaa,
9720,msharafu,jina la heshima la mtu mwenye hadhi fulani,"mtukufu, muadhamu",
9721,msharasi,chombo cha seremala cha kutobolea mbao,gude,
9722,mshari,mtu mwenye tabia ya kugombana,mgomvi,
9723,msharifu,mmea wenye matawi na majani mengi ambao hutumiwa kutibu maradhi kadha,,
9724,msharifu,ndege mdogo mwenye mdomo mrefu na mwekundu mwenye tabia ya kuvua samaki,,
9725,mshaufu,"mtu anayejidai kutokana na mafanikio, uzuri, vipaji na kadhalika alivyonavyo, mtu mwenye maringo",,
9726,mshauri,"mtu anayeeleza mawazo yake kuhusu jambo fulani, mwelekezi",,
9727,mshawasha,kiu ya kujua au kufanya jambo,,
9728,mshawishi,mtu anayemshauri mtu mwingine akubali kufuata ushauri wake,,
9729,mshazari,mstari uliokwenda upandeupande | kitambaa cha duara cha kofia inayoshonwa kwa mkono,,
9730,mshehereshi,"mtu mwenye ujuzi na uzoefu wa kusimamia na kuongoza matukio ya ukumbi hususan kutaja na kuwaongoza wazungumzaji na watendaji katika matukio maalumu kwa mfano harusi, dhifa, hafla, mahafala, muziki na kadhalika",,
9731,mshelisheli,mti unaozaa mashelisheli ambayo yanafanana na mastafeli na huliwa kama matunda,,
9732,mshenga,mtu anayetumwa na mwanamume kupeleka posa kwa wazazi wa mchumba wake | mjumbe apewaye jukumu la kupeleka taarifa muhimu,,
9733,mshenzi,"mtu asiyestaarabika, mtu mwenye tabia ya kukera wengine",,
9734,mshereheshaji,,,
9735,Mshihiri,Mwarabu kutoka Bara Arabu katika eneo liitwalo Shihiri,,
9736,mshika,mtu yeyote anayejishughulisha na kitu au jambo fulani | mtu anayefanya jambo fulani,,
9737,mshikaji,mtu aliye rafiki wa karibu wa mwingine,mwandani,
9738,mshikaki,vipande vidogo vya nyama vilivyochomekwa katika kijiti au chuma na kuchomwa,,
9739,mshikamano,hali ya kuwa na msimamo na ushirikiano katika kutimiza lengo fulani,,
9740,mshikizo,mshono wa kushikanisha vitambaa viwili au zaidi kwa uzi kabla ya kuvishona vyema,,
9741,mshiko,pesa,fedha,
9742,mshindani,"mtu afanyaye mashindano na wengine katika michezo, siasa na kadhalika",,
9743,mshinde,mtu aliyeshindwa katika pambano au mashindano,,
9744,mshindi,mtu aliyeshinda katika pambano au mashindano,"bingwa, championi",
9745,mshindilio,tendo la kugandamiza au kusukuma kwa nguvu kitu kilichotiwa ndani ya kitu kingine,,
9746,mshindio,ufumaji wa kitanda kwa ukili,,
9747,mshindio,mlo unaoliwa mara moja kwa siku,,
9748,mshindio,mstari wa wima unaochorwa kushoto mwa ukurasa | mstari wowote wa wima uchorwao katika kitu,,
